timestamp_utc,elapsed_s,pod,node,mem_working_set_mi,mem_rss_mi_cgroup,cpu_m,net_rx_bytes,net_tx_bytes,phase
2026-08-10T10:45:14Z,46,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,,18,,11695809,104831,Pending
2026-08-10T10:45:34Z,66,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,19,49,61,15076634,128533,Running
2026-08-10T10:45:54Z,85,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,19,46,77,219210941,773979,Running
2026-08-10T10:46:14Z,106,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,19,46,222,412038913,1365069,Running
2026-08-10T10:46:34Z,126,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,18,50,329,623277352,2054645,Running
2026-08-10T10:46:54Z,146,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,21,36,361,805660191,2622916,Running
2026-08-10T10:47:14Z,166,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,34,388,980209771,3184184,Running
2026-08-10T10:47:34Z,186,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,41,455,1169108688,3796377,Running
2026-08-10T10:47:54Z,206,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,30,424,1354632896,4402556,Running
2026-08-10T10:48:14Z,226,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,52,409,1559768208,5014394,Running
2026-08-10T10:48:34Z,246,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,40,446,1731406595,5601656,Running
2026-08-10T10:48:55Z,267,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,39,371,1929132383,6313058,Running
2026-08-10T10:49:15Z,287,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,21,53,322,2090791637,6880256,Running
2026-08-10T10:49:35Z,307,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,22,42,408,2356305113,7846330,Running
2026-08-10T10:49:55Z,327,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,30,246,2646361155,8855042,Running
2026-08-10T10:50:15Z,347,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,38,214,2944025720,10034572,Running
2026-08-10T10:50:35Z,367,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,19,55,194,3268158389,11274730,Running
2026-08-10T10:50:56Z,388,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,53,159,3498444687,12111298,Running
2026-08-10T10:51:15Z,407,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,19,47,284,3696195848,12798022,Running
2026-08-10T10:51:35Z,427,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,19,41,402,3871962521,13392804,Running
2026-08-10T10:51:55Z,447,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,19,28,408,4048483612,13998282,Running
2026-08-10T10:52:15Z,467,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,29,411,4228428061,14603892,Running
2026-08-10T10:52:35Z,487,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,45,409,4386514878,15112936,Running
2026-08-10T10:52:55Z,507,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,33,404,4557420460,15655238,Running
2026-08-10T10:53:15Z,527,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,47,424,4739283913,16236098,Running
2026-08-10T10:53:35Z,547,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,38,437,4983238916,17028404,Running
2026-08-10T10:53:57Z,569,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,43,227,5181359498,17718746,Running
2026-08-10T10:54:17Z,589,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,37,330,5425941105,18498266,Running
2026-08-10T10:54:38Z,610,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,43,240,5637500326,19201118,Running
2026-08-10T10:54:58Z,630,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,38,247,5875031317,19939388,Running
2026-08-10T10:55:18Z,650,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,30,309,6076423811,20545394,Running
2026-08-10T10:55:38Z,670,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,31,303,6327109507,21395936,Running
2026-08-10T10:55:58Z,689,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,45,318,6567884306,22169328,Running
2026-08-10T10:56:17Z,709,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,20,37,247,6794322517,22873830,Running
2026-08-10T10:56:37Z,729,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,250,1255,443,6813815809,22931754,Running
2026-08-10T10:56:57Z,749,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,533,1378,1153,6813817077,22932478,Running
2026-08-10T10:57:16Z,768,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,562,1385,1207,6813818261,22933118,Running
2026-08-10T10:57:37Z,788,plan-bench-win-vm-1021-5f5nf,qemtvd-07-w56zg-worker-0-s5hmz,578,1434,1071,6813819529,22933842,Running
