timestamp_utc,elapsed_s,pod,node,mem_working_set_mi,mem_rss_mi_cgroup,cpu_m,net_rx_bytes,net_tx_bytes,phase
2026-08-24T12:58:43Z,58,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,,16,,3232404,78163,Pending
2026-08-24T12:59:05Z,80,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,,27,,3248783,91151,Running
2026-08-24T12:59:28Z,103,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,,28,,3309140,106071,Running
2026-08-24T12:59:51Z,126,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,21,45,3,133161026,674355,Running
2026-08-24T13:00:15Z,150,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,22,48,59,342659232,1615519,Running
2026-08-24T13:00:38Z,173,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,22,27,79,348006949,1659403,Running
2026-08-24T13:01:01Z,196,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,21,47,5,351353128,1689523,Running
2026-08-24T13:01:24Z,219,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,20,44,10,351369967,1703439,Running
2026-08-24T13:01:47Z,242,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,21,44,2,351380830,1716454,Running
2026-08-24T13:02:10Z,265,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,21,37,3,494459015,2288782,Running
2026-08-24T13:02:33Z,288,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,22,35,71,713748511,3083664,Running
2026-08-24T13:02:56Z,311,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,21,39,274,953005115,3933469,Running
2026-08-24T13:03:18Z,333,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,21,37,265,1286445432,5453995,Running
2026-08-24T13:03:41Z,356,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,13,46,124,1604834782,6802947,Running
2026-08-24T13:04:04Z,379,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,16,49,111,1839880662,7926035,Running
2026-08-24T13:04:27Z,402,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,17,48,49,1839891419,7938751,Running
2026-08-24T13:04:50Z,425,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,16,50,1,1967948307,8549401,Running
2026-08-24T13:05:15Z,450,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,16,51,72,2194948321,9541239,Running
2026-08-24T13:05:37Z,472,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,16,53,211,2434424778,10508173,Running
2026-08-24T13:06:00Z,495,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,16,39,167,2744543208,11987063,Running
2026-08-24T13:06:23Z,518,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,18,43,91,3090321482,13731807,Running
2026-08-24T13:06:46Z,541,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,17,29,99,3275425606,14566277,Running
2026-08-24T13:07:09Z,564,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,17,29,2,3275435836,14578837,Running
2026-08-24T13:07:32Z,587,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,17,44,3,3382719833,15094701,Running
2026-08-24T13:07:55Z,610,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,17,48,157,3555434188,15821301,Running
2026-08-24T13:08:18Z,633,plan-bench-vm-1052-5htrr,qemtvd-07-2vn4h-worker-0-ckbmc,19,32,202,3782172996,16844055,Running
