timestamp_utc,elapsed_s,pod,node,mem_working_set_mi,mem_rss_mi_cgroup,cpu_m,net_rx_bytes,net_tx_bytes,phase
2026-08-24T12:44:35Z,595,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,257,821,176,6418887344,37052299,Running
2026-08-24T12:45:00Z,620,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,270,717,175,6938098666,39202624,Running
2026-08-24T12:45:23Z,643,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,266,580,182,7457762723,41990043,Running
2026-08-24T12:45:46Z,666,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,278,725,188,7986140393,44955830,Running
2026-08-24T12:46:09Z,689,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,261,922,201,8515707129,47675099,Running
2026-08-24T12:46:32Z,712,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,269,808,201,9052453436,50497932,Running
2026-08-24T12:46:55Z,735,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,271,749,198,9581491217,53525964,Running
2026-08-24T12:47:17Z,757,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,269,672,198,10088684988,56473048,Running
2026-08-24T12:47:40Z,780,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,401,710,218,10566620662,59273780,Running
2026-08-24T12:48:03Z,803,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,401,968,218,11019704228,61992020,Running
2026-08-24T12:48:26Z,826,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,273,883,202,11074023801,62724157,Running
2026-08-24T12:48:49Z,849,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,300,720,57,11074025199,62725075,Running
2026-08-24T12:49:12Z,872,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,536,1026,1127,11074026573,62725837,Running
2026-08-24T12:49:35Z,895,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,731,1131,1199,11074027947,62726599,Running
2026-08-24T12:49:58Z,918,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,976,1082,1325,11074029279,62727319,Running
2026-08-24T12:50:22Z,942,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,1021,884,1135,11074030653,62728081,Running
2026-08-24T12:50:45Z,965,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,1051,1203,1070,11074032027,62728843,Running
2026-08-24T12:51:08Z,988,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,1126,1184,1350,11074033359,62729563,Running
2026-08-24T12:51:31Z,1011,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,1096,1165,1168,11074034881,62730461,Running
2026-08-24T12:51:55Z,1035,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,251,409,819,11074036213,62731181,Running
2026-08-24T12:52:19Z,1059,plan-bench-vm-1021-sszlx,qemtvd-07-2vn4h-worker-0-ckbmc,,,,,,Succeeded
