timestamp_utc,elapsed_s,pod,node,mem_working_set_mi,mem_rss_mi_cgroup,cpu_m,net_rx_bytes,net_tx_bytes,phase
2026-08-24T12:35:38Z,58,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,,321,,63210,37137,Running
2026-08-24T12:36:01Z,81,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,232,915,302,22107837,954992,Running
2026-08-24T12:36:24Z,104,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,566,954,256,62699578,2918038,Running
2026-08-24T12:36:51Z,131,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,566,901,282,109468539,5129170,Running
2026-08-24T12:37:13Z,153,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,546,947,276,149404474,7122439,Running
2026-08-24T12:37:36Z,176,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,546,1149,329,291474367,8476439,Running
2026-08-24T12:37:59Z,199,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,789,1187,573,374050182,9644967,Running
2026-08-24T12:38:21Z,221,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,984,1190,746,411986189,10177017,Running
2026-08-24T12:38:44Z,244,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,1011,1271,1209,476696059,10871509,Running
2026-08-24T12:39:06Z,266,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,1188,1448,1590,476811293,10892068,Running
2026-08-24T12:39:28Z,288,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,1301,1685,1339,508705001,11633781,Running
2026-08-24T12:39:50Z,310,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,1359,1814,2510,539824068,12403733,Running
2026-08-24T12:40:13Z,333,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,328,1058,1418,947601821,14374719,Running
2026-08-24T12:40:35Z,355,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,367,1075,201,1499768832,16511884,Running
2026-08-24T12:40:57Z,377,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,366,1074,103,2057694179,18939016,Running
2026-08-24T12:41:19Z,399,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,367,1075,109,2563273481,21191045,Running
2026-08-24T12:41:42Z,422,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,372,1521,147,2990549077,24161698,Running
2026-08-24T12:42:05Z,445,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,378,1847,173,3435639946,26213167,Running
2026-08-24T12:42:28Z,468,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,385,2074,192,3894374267,28474874,Running
2026-08-24T12:42:51Z,491,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,388,2111,177,4324393168,30867255,Running
2026-08-24T12:43:14Z,514,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,403,2213,186,4781329645,33498753,Running
2026-08-24T12:43:37Z,537,plan-bench-vm-1051-5d9gc,qemtvd-07-2vn4h-worker-0-9n99r,404,2314,184,5219287557,36243241,Running
