timestamp_utc,elapsed_s,pod,node,mem_working_set_mi,mem_rss_mi_cgroup,cpu_m,net_rx_bytes,net_tx_bytes,phase
2026-08-05T21:38:23Z,365,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,311,810,362,3443579244,15824377,Running
2026-08-05T21:38:44Z,386,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,324,736,344,4031894078,18100963,Running
2026-08-05T21:39:05Z,407,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,238,889,336,4611735887,20146548,Running
2026-08-05T21:39:30Z,432,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,262,925,352,5338212041,23046061,Running
2026-08-05T21:40:03Z,465,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,265,720,338,6293080337,26689214,Running
2026-08-05T21:40:24Z,486,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,265,713,341,6876576861,28973502,Running
2026-08-05T21:40:44Z,506,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,267,830,357,7479505460,31338578,Running
2026-08-05T21:41:05Z,527,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,269,999,362,8076928964,33753567,Running
2026-08-05T21:41:26Z,548,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,270,1001,355,8669174863,35832101,Running
2026-08-05T21:41:46Z,568,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,276,959,348,9269640595,38508907,Running
2026-08-05T21:42:07Z,589,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,280,960,353,9864763330,40976231,Running
2026-08-05T21:42:27Z,609,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,276,946,185,10473242202,43600428,Running
2026-08-05T21:42:48Z,630,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,276,946,179,11095254954,46065187,Running
2026-08-05T21:43:09Z,651,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,276,992,168,11694496131,48780227,Running
2026-08-05T21:43:30Z,672,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,285,1263,321,12281669592,51171888,Running
2026-08-05T21:43:50Z,692,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,285,1169,333,12289142186,51195507,Running
2026-08-05T21:44:11Z,713,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,526,1526,1078,12289143412,51196189,Running
2026-08-05T21:44:32Z,734,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,767,1468,1272,12289144638,51196871,Running
2026-08-05T21:45:06Z,768,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,1014,1419,1268,12289145272,51197233,Running
2026-08-05T21:45:27Z,789,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,1050,1325,1041,12289146540,51197957,Running
2026-08-05T21:45:48Z,810,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,1053,1181,968,12289147766,51198639,Running
2026-08-05T21:46:08Z,830,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,928,652,1191,12289148950,51199279,Running
2026-08-05T21:46:30Z,852,plan-ref-win-vm-1050-7dztf,qemtvd-07-w56zg-worker-0-mb2zg,488,,1010,,,Running
